flag,length_class,n_vessel_years,f_transit_med,f_transit_q25,f_transit_q75
LBN,24-50m,32,0.377800181607296,0.259891835691682,0.54722407115615
LBR,12-24m,14,0.464071298213358,0.289361469997235,0.64358975269996
LBR,24-50m,17,0.456845697134576,0.276692447131352,0.595805520630179
LBR,Over 50m,16,0.360337971994209,0.321836999372106,0.745949641023775
LBY,12-24m,3,0.696522591750049,0.527293467160599,0.767817492158633
LBY,24-50m,71,0.583090547553491,0.474480056511601,0.753945598496838
LBY,,3,0.859766767464082,0.840779297606213,0.878032611340056
LCA,12-24m,8,0.437829458183004,0.320028000977364,0.642748608606595
LCA,24-50m,3,0.727113932408579,0.668528280937694,0.796104272797262
LIE,12-24m,11,0.50255327836094,0.390677728381147,0.551813625828187
LIE,24-50m,5,0.682789353813278,0.68011969336417,0.685289116386428
LKA,12-24m,2671,0.507093862961033,0.379087120697963,0.661884282681175
LKA,24-50m,3404,0.500173934762543,0.398638937303104,0.644034923267317
LKA,Over 50m,3,0.769114940904856,0.678886638327406,0.813953115812591
LKA,,118,0.684610828840626,0.500116290520739,0.851533677168331
LSO,24-50m,7,0.408473912942382,0.284015742388959,0.604415333990569
LTU,12-24m,57,0.326033722145323,0.282538173495772,0.404553349732177
LTU,24-50m,134,0.420793100740984,0.265697192468173,0.532914831053592
LTU,Over 50m,60,0.393388056630908,0.200790944391729,0.539084197849868
LUX,12-24m,17,0.288735772231068,0.194541949297332,0.388102662269348
LUX,24-50m,11,0.423563336534211,0.194169056674437,0.632080951568212
LVA,12-24m,143,0.310784161627276,0.242844232131272,0.43389050873881
LVA,24-50m,339,0.466179142079535,0.378848593812079,0.584946303909619
LVA,Over 50m,24,0.3693326277467,0.193712652071488,0.391597315176863
LVA,,5,0.339573004761541,0.302108499457135,0.351241562775684
MAC,12-24m,11,0.0965697000598852,0.0470553662832827,0.383144122943254
MAC,24-50m,20,0.582123661039372,0.363811211938565,0.755644473640115
MAR,12-24m,65,0.394671425783358,0.261804636220957,0.504193137583359
MAR,24-50m,562,0.213357600633185,0.112264977179154,0.386234250742241
MAR,Over 50m,143,0.462716104207312,0.33764528138078,0.574877293005111
MAR,,1,0.370665932495592,0.370665932495592,0.370665932495592
MCO,12-24m,12,0.523209927725463,0.313132581902463,0.613455808607812
MCO,24-50m,2,0.745312195146239,0.70685653001809,0.783767860274387
MDA,12-24m,25,0.551748991825397,0.447033309337538,0.646070449166964
MDA,24-50m,23,0.43092587835804,0.303153568312647,0.579729645578709
MDG,12-24m,7,0.371741340800455,0.306352712792205,0.406644097625765
MDG,24-50m,86,0.156494561937406,0.121108089840793,0.207218493392039
MDG,,3,0.62840339505781,0.481033367509467,0.742696150933515
MDV,12-24m,22,0.396226937501421,0.222188401310612,0.517448110718277
MDV,24-50m,28,0.273512648653723,0.18557148840581,0.455534319741445
MDV,Over 50m,5,0.440560221388059,0.415637597449719,0.490423911051239
MDV,,1,0.537250577355432,0.537250577355432,0.537250577355432
MEX,12-24m,30,0.456885074311519,0.317024868825295,0.68420290449484
MEX,24-50m,27,0.439495938586893,0.38466055728266,0.671154762068729
MEX,6-12m,2,0.803176683439126,0.799981296589911,0.806372070288342
MEX,Over 50m,327,0.690694308377075,0.650068417859897,0.74688838605289
MEX,,1,0.473216422358843,0.473216422358843,0.473216422358843
MHL,12-24m,16,0.594125684361468,0.42679640218078,0.786014295360247
MHL,24-50m,58,0.515698543295443,0.417320455226402,0.576415793719347
MHL,Over 50m,89,0.70122613331788,0.664630384212887,0.730324002162567
MKD,12-24m,13,0.532812132290386,0.464191900307611,0.706012162562042
MLI,12-24m,3,0.212028784623018,0.191930306217534,0.51082752630409
MLI,24-50m,1,0.785570308846028,0.785570308846028,0.785570308846028
MLT,12-24m,317,0.389389594428513,0.263663783506864,0.52857483847724
MLT,24-50m,151,0.309378277939043,0.181803126601748,0.454984073622466
MLT,6-12m,1,0.812080924952564,0.812080924952564,0.812080924952564
MLT,,4,0.691166977444842,0.666591740679993,0.712007468601145
MMR,12-24m,93,0.530034077468614,0.36739915672669,0.738840723126038
MMR,24-50m,130,0.68177358297437,0.526314993389749,0.856777898320997
MMR,Over 50m,11,0.659337807808439,0.506830266293846,0.80283576636188
MNE,12-24m,75,0.177122749909191,0.102197098605193,0.343158760333728
MNE,24-50m,7,0.272491461909228,0.201035964677628,0.433882116855408
MNG,12-24m,19,0.192850863102166,0.118649962592485,0.503863313418562
MNG,24-50m,12,0.713912452896944,0.274397272552664,0.806083105217575
MNG,Over 50m,7,0.762436011439534,0.707746350954051,0.832834156234786
MNP,12-24m,3,0.507129589167246,0.379630956751703,0.667686014067699
MNP,24-50m,2,0.549464043189523,0.494023263070665,0.60490482330838
MOZ,12-24m,15,0.576059754815278,0.389352951620484,0.714880290584292
MOZ,24-50m,98,0.142586437444041,0.109222378758317,0.245351060729453
MOZ,Over 50m,7,0.706406757952348,0.568193123487851,0.825607982292795
MOZ,,3,0.671273213289155,0.496994382851437,0.726533093168489
MRT,12-24m,11,0.627345991765917,0.432857375588536,0.752840249136482
MRT,24-50m,154,0.295992530497194,0.169349638448149,0.501741450400174
MRT,Over 50m,12,0.425164265695228,0.35307511594385,0.692628135080822
MSR,12-24m,2,0.286937208082408,0.216344875914829,0.357529540249987
MSR,24-50m,3,0.487589253492588,0.424300787836256,0.615739419929843
MTQ,12-24m,5,0.624789119292997,0.575065594883256,0.741750314792815
MTQ,24-50m,2,0.154914350475551,0.129948547710958,0.179880153240144
MUS,12-24m,183,0.465764843838139,0.342440049234033,0.653996981228751
MUS,24-50m,128,0.382690670108397,0.286533118563802,0.516984810044801
MUS,Over 50m,28,0.816447394837906,0.750847738621212,0.865516008079155
MUS,,14,0.647609589719937,0.496128623167264,0.802390057018333
MWI,12-24m,12,0.479357458416095,0.438469321094296,0.654662041691163
MWI,24-50m,14,0.502843459467945,0.409947132822215,0.716285536593621
MYS,12-24m,2429,0.428500379829175,0.247850404069332,0.642705784806915
MYS,24-50m,1027,0.383356271693664,0.220393861745962,0.670255697749389
MYS,6-12m,3,0.329109707032195,0.275145831755399,0.627951922891148
MYS,Over 50m,11,0.234766234054917,0.11381258171596,0.35894486562783
MYS,,7,0.451293307460156,0.23125125234875,0.758392010920209
NAM,12-24m,53,0.618028582819199,0.447521937829557,0.675054121953168
NAM,24-50m,466,0.341701930895692,0.23690698550185,0.449919038283814
NAM,Over 50m,225,0.35554640448875,0.184281813503375,0.734907728737302
NCL,12-24m,164,0.452420916136822,0.420836375610196,0.486969926780464
NCL,24-50m,31,0.515079196850725,0.43962742056347,0.669046003463242
NER,12-24m,9,0.678985622993456,0.402810941115278,0.788276464769028
NER,24-50m,8,0.441613742270537,0.354127141556908,0.544814827276251
NGA,12-24m,327,0.241242040234035,0.131388307587605,0.385591297236557
NGA,24-50m,534,0.187909972114847,0.100642407440042,0.336894148031611
NGA,Over 50m,7,0.747359626483138,0.537036397291401,0.915706920565036
NGA,,10,0.546404659591697,0.40229115788603,0.698394139640655
NIC,12-24m,2,0.702453624501787,0.663667448274008,0.741239800729566
NIC,24-50m,1,0.455506905300761,0.455506905300761,0.455506905300761
NIC,Over 50m,25,0.785998343920761,0.622320717982634,0.881753659220305
NIU,12-24m,7,0.658079697681131,0.582662663695801,0.699360778529935
NIU,24-50m,10,0.476176153806855,0.414312743040547,0.628427002811867
NLD,12-24m,1612,0.193071817504411,0.129495202977793,0.297582989149484
NLD,24-50m,1206,0.463440064981636,0.328591710180277,0.597617523574038
NLD,6-12m,4,0.649796072864084,0.559281524110114,0.720573127818556
NLD,Over 50m,77,0.478830948355972,0.433482017795822,0.541424683508265
NLD,,1,0.882832248349644,0.882832248349644,0.882832248349644
NOR,12-24m,13108,0.524561169023277,0.386088449682615,0.684074736377357
NOR,24-50m,2739,0.517315095396079,0.369636517650972,0.636793062705474
NOR,6-12m,79,0.365289948706369,0.166843510616637,0.63088897456688
NOR,Over 50m,1172,0.672131577633552,0.290368648983683,0.757319602338313
NOR,,100,0.689506558464377,0.501768398713987,0.82422817264682
NPL,12-24m,3,0.356227619275573,0.255300929737974,0.487590716505466
NPL,24-50m,7,0.560444388055999,0.469194893425802,0.584030656233552
NRU,12-24m,2,0.753282804263198,0.746026707754231,0.760538900772165
NRU,24-50m,4,0.35244917218492,0.323736412696434,0.487479051456886
NRU,Over 50m,92,0.702190305717366,0.652744646822256,0.794765549840593
NZL,12-24m,560,0.513371011683965,0.343894308181035,0.716327400931406
NZL,24-50m,361,0.438226940267265,0.338123507071503,0.590276437325218
NZL,Over 50m,236,0.423861692622498,0.314237514266548,0.51955256083991
NZL,,4,0.457279349775436,0.135003652351841,0.804132902322048
OMN,12-24m,17,0.54120504269259,0.493268585848005,0.634963127424691
OMN,24-50m,46,0.567354962557827,0.34581183411772,0.732936246111184
OMN,Over 50m,14,0.33569180091353,0.303952118739242,0.494215374662146
PAK,12-24m,81,0.264861132493513,0.127359106832569,0.458436663839776
PAK,24-50m,377,0.349049582241666,0.266715434082602,0.444331069785798
PAK,Over 50m,2,0.525748315233339,0.479610908118218,0.571885722348461
PAN,12-24m,109,0.526228980921868,0.384029018608268,0.694244330191216
PAN,24-50m,141,0.440448068440583,0.282724295709761,0.66123089149096
PAN,Over 50m,157,0.834784850832364,0.725185401091152,0.926310766861668
PCN,12-24m,38,0.533995237164225,0.347994528161452,0.673075656567379
PCN,24-50m,41,0.472431714497457,0.3265251837118,0.590416559389898
PER,12-24m,70,0.603646199441401,0.550000223837635,0.675723166916439
PER,24-50m,1371,0.759878243592422,0.714176162283758,0.80202557112721
PER,Over 50m,143,0.748638354605025,0.699020299455312,0.782741641447942
PER,,8,0.668465572066511,0.60149675518086,0.783255299168355
PHL,12-24m,12,0.605738692196278,0.397225341286782,0.793652770845125
PHL,24-50m,8,0.69465621576592,0.51500222283868,0.744288325210306
PHL,Over 50m,179,0.715657886039601,0.660517015819063,0.828142439901965
PHL,,1,0.914658602731178,0.914658602731178,0.914658602731178
PLW,12-24m,15,0.31471002348054,0.244572718972965,0.477128093862282
PLW,24-50m,11,0.455200098156181,0.390292877983544,0.625270270417722
PNG,12-24m,11,0.318980942672266,0.254904128016434,0.430665158027443
PNG,24-50m,47,0.338248668156078,0.238325893962188,0.457291245046617
PNG,Over 50m,186,0.704181066744967,0.650742905809367,0.829533290811981
POL,12-24m,980,0.317409434926247,0.225524466384442,0.449559610813299
POL,24-50m,457,0.308967846190271,0.24854088899219,0.385128903376366
POL,6-12m,3,0.603611385845675,0.50660581688377,0.68159305044713
POL,Over 50m,20,0.487340850021555,0.391234509631606,0.65953992250986
POL,,5,0.342606460140235,0.314433428582133,0.47263723604735
PRI,12-24m,7,0.0738307158611027,0.0438718512770335,0.115838999045213
PRI,24-50m,2,0.528774660982809,0.489841810396647,0.567707511568972
PRK,12-24m,19,0.403079400485908,0.273219095648596,0.702456294824849
PRK,24-50m,56,0.311882033804968,0.215213720608944,0.503244923804292
PRK,Over 50m,2,0.668136876486867,0.545036780330317,0.791236972643416
PRT,12-24m,2553,0.428155171160558,0.308491239480497,0.630224376980609
PRT,24-50m,1174,0.428734898134756,0.271373341963961,0.597185776233345
PRT,6-12m,17,0.212932809795573,0.176632467374198,0.290086725032248
PRT,Over 50m,103,0.319333463645879,0.275832386094536,0.3859597110024
PRT,,2,0.474241377564298,0.450427219973857,0.498055535154738
PRY,12-24m,1,0.839255385517105,0.839255385517105,0.839255385517105
PSE,12-24m,12,0.458553676486524,0.32617359150513,0.751112644822001
PSE,24-50m,20,0.375549945072929,0.220496173672466,0.554841711037689
PYF,12-24m,91,0.477055768585874,0.409610471124155,0.538146500750473
PYF,24-50m,63,0.45975361053164,0.410453869864546,0.522901858134646
QAT,12-24m,816,0.407255826634886,0.299772126053996,0.552858907960737
QAT,24-50m,27,0.567675010533218,0.474079670049427,0.65367174084361
QAT,6-12m,1,0.767842832323427,0.767842832323427,0.767842832323427
QAT,Over 50m,1,0.688266091326273,0.688266091326273,0.688266091326273
REU,12-24m,10,0.741823025843494,0.693828270881343,0.858877550868849
REU,24-50m,11,0.51444579350906,0.457447735503233,0.591405411816984
REU,6-12m,1,0.418098681153859,0.418098681153859,0.418098681153859
REU,Over 50m,46,0.827996412726457,0.76801080076531,0.887508141444492
ROU,12-24m,22,0.575855569246025,0.518123049249095,0.724853237980785
ROU,24-50m,10,0.389435434791279,0.373880852678767,0.437914708747238
RUS,12-24m,120,0.637455182027548,0.418284226659682,0.792584867025876
RUS,24-50m,2675,0.539983670440071,0.360881689569474,0.679460964337133
RUS,Over 50m,4486,0.369953619064188,0.268050948135145,0.493380476541659
RUS,,4,0.614275158877266,0.420877803744792,0.779444275345851
RWA,12-24m,6,0.752749014424526,0.637310437202136,0.822194233257975
RWA,24-50m,6,0.44107750551266,0.380196464265954,0.479828684289782
SAU,12-24m,2631,0.62732740561848,0.401221299113513,0.757959058468582
SAU,24-50m,164,0.640116871392132,0.487752397426793,0.768788070968068
SAU,6-12m,1,0.704591237351821,0.704591237351821,0.704591237351821
SDN,12-24m,4,0.511718790898217,0.352386741780639,0.686174966378808
SDN,24-50m,2,0.628835134927452,0.572075249477298,0.685595020377607
SEN,12-24m,23,0.11654439403793,0.0999684485411784,0.183921642185602
SEN,24-50m,352,0.131438946038517,0.104662614839452,0.186226910021874
SEN,Over 50m,54,0.664464481629968,0.630006215495092,0.768382172706515
SGP,12-24m,68,0.445991100781661,0.323242431932059,0.717853217551644
SGP,24-50m,46,0.377523723845578,0.260097380178203,0.596773800375827
SGP,Over 50m,1,0.914346680815627,0.914346680815627,0.914346680815627
SHN,12-24m,151,0.5232352591739,0.343735251374506,0.734979054431696
SHN,24-50m,68,0.402010048802921,0.258911455815013,0.584012567507002
SHN,6-12m,14,0.642490416434856,0.568308623899463,0.72925051038293
SHN,Over 50m,17,0.566850829661462,0.528967894596306,0.59173707034133
SHN,,1,0.794315285272092,0.794315285272092,0.794315285272092
SJM,12-24m,5,0.698329162290683,0.671553243814554,0.869017870096912
SJM,24-50m,4,0.614821725844295,0.496181016076246,0.750325700719184
SLB,12-24m,15,0.359118979558816,0.277188242598482,0.521080174745575
SLB,24-50m,28,0.50698372084643,0.38386999220233,0.784598041240456
SLB,6-12m,1,0.267428034938244,0.267428034938244,0.267428034938244
SLB,Over 50m,49,0.765105099976468,0.694712996421087,0.840299352131365
SLE,12-24m,13,0.556042052842453,0.501037668857849,0.812631286066311
SLE,24-50m,8,0.609216375224837,0.306227965367459,0.80532340258524
SLE,Over 50m,7,0.780453281429132,0.613758887978891,0.897669911197454
SLV,12-24m,1,0.77009123269954,0.77009123269954,0.77009123269954
SLV,Over 50m,43,0.800584449895885,0.735349727077483,0.883579902740617
SMR,12-24m,6,0.468603613419074,0.420414643640322,0.51436942036924
SMR,24-50m,7,0.51724337298806,0.484511931970901,0.65552670878048
SMR,Over 50m,1,0.300838078975754,0.300838078975754,0.300838078975754
SOM,12-24m,99,0.494807143146761,0.370587561958564,0.728374355387937
SOM,24-50m,83,0.432078938566507,0.283709137881047,0.627235500413779
SOM,6-12m,3,0.778112411372723,0.751681828575852,0.819174234823639
SOM,Over 50m,2,0.723426982545246,0.692337998474977,0.754515966615514
SPM,12-24m,29,0.516014951724741,0.436285192983148,0.601544485733342
SPM,24-50m,7,0.734188534187485,0.471092520213833,0.753281869911161
SRB,12-24m,1,0.470380086395309,0.470380086395309,0.470380086395309
SSD,24-50m,1,0.270663072202271,0.270663072202271,0.270663072202271
STP,12-24m,40,0.53785994867868,0.353322590621994,0.729169446838712
STP,24-50m,30,0.492946446542994,0.319084804580381,0.647724665661459
STP,Over 50m,9,0.854353546832249,0.623443136589975,0.925172672098622
STP,,1,0.91612129889046,0.91612129889046,0.91612129889046
SUR,12-24m,3,0.222683255810248,0.213318366954602,0.467707420358235
SUR,24-50m,9,0.570532292567181,0.462314588033642,0.689348601367885
SVK,12-24m,1,0.645592721969099,0.645592721969099,0.645592721969099
SVK,24-50m,1,0.812715116366497,0.812715116366497,0.812715116366497
SVN,12-24m,3,0.433218874998377,0.405507569449876,0.523409293224853
SVN,24-50m,2,0.55848643844392,0.498776550590391,0.618196326297449
SVN,6-12m,2,0.552259914986876,0.49452214289117,0.609997687082582
SWE,12-24m,1108,0.225859607641924,0.136693672716749,0.395472615345201
SWE,24-50m,297,0.331575504133627,0.253257868080484,0.532446332696605
SWE,6-12m,43,0.249666908347123,0.177000267072438,0.357599491955383
SWE,Over 50m,50,0.595062736711971,0.500453092583859,0.661721356786516
SWE,,8,0.292176432029618,0.232871454995317,0.39629507141666
SWZ,12-24m,3,0.31775884380528,0.238948784236631,0.561824719642516
SWZ,24-50m,3,0.306990343774359,0.239625297050857,0.33685744805868
SYC,12-24m,124,0.367706593877217,0.255371786325032,0.503683210434801
SYC,24-50m,257,0.305368966605134,0.228661072753724,0.421538278173256
SYC,Over 50m,217,0.38776466839754,0.258295196682704,0.765677457495148
SYC,,4,0.565260257708169,0.548377918694477,0.581998330101289
SYR,12-24m,12,0.446843727323849,0.29990546874,0.533165068332439
SYR,24-50m,2,0.777301687716614,0.74247826013019,0.812125115303038
SYR,Over 50m,1,0.574770407495855,0.574770407495855,0.574770407495855
TCA,12-24m,17,0.691601064921068,0.549128294969198,0.76538460361172
TCA,24-50m,1,0.158275810192879,0.158275810192879,0.158275810192879
TCD,12-24m,4,0.516624633323743,0.26081425152981,0.765181620575586
TCD,Over 50m,1,0.939164711188522,0.939164711188522,0.939164711188522
TGO,12-24m,19,0.218599335652803,0.0901040715772454,0.394262370298276
TGO,24-50m,17,0.436241011558265,0.100589545131611,0.621437418415755
THA,12-24m,741,0.380889600143904,0.208986374423162,0.611717872143092
THA,24-50m,343,0.403265320814636,0.217395817566493,0.666150870016285
THA,Over 50m,10,0.60360875534564,0.472777530271557,0.671594065384078
TJK,12-24m,5,0.639950798728676,0.335494384072578,0.648265387347849
TJK,24-50m,6,0.584293829375488,0.552575359443659,0.600877380394332
TKL,24-50m,1,0.313148116508473,0.313148116508473,0.313148116508473
TKM,24-50m,7,0.47635720011515,0.464677629988518,0.641201277674335
TLS,24-50m,1,0.280663187245661,0.280663187245661,0.280663187245661
TON,12-24m,3,0.28524003572849,0.275479695693694,0.542581802656537
TON,24-50m,10,0.459968700515903,0.366055786731616,0.550932679972802
TTO,12-24m,21,0.460009621326574,0.422455981675702,0.486235035648633
TTO,24-50m,2,0.557342604032223,0.549861926102772,0.564823281961673
TUN,12-24m,30,0.465492330094183,0.363879986796984,0.643864009271677
TUN,24-50m,154,0.292939609749277,0.180423792421927,0.57929014826542
TUN,,11,0.688516396538286,0.474323163466573,0.737245014631938
TUR,12-24m,2764,0.454883292022382,0.286176692810805,0.665352732655379
TUR,24-50m,2582,0.746916651784792,0.609498499781618,0.846782624087367
TUR,Over 50m,12,0.838042005192455,0.754731005561644,0.864853821596713
TUR,,371,0.566558077961713,0.374676891889757,0.739896405060762
TUV,12-24m,15,0.642952249876813,0.470020987518367,0.832212868826226
TUV,24-50m,10,0.287091083594326,0.26260327249422,0.413885066539626
TUV,Over 50m,26,0.768855163906061,0.715925236037137,0.868665775284595
TUV,,5,0.614268615830056,0.483295509220651,0.655114558093828
TWN,12-24m,13026,0.508841626579401,0.359167369677285,0.675657637120322
TWN,24-50m,8059,0.360804653837968,0.256778290516018,0.538426558898634
TWN,6-12m,110,0.685131456482885,0.592472117096351,0.783069670452453
TWN,Over 50m,2170,0.694890380297221,0.342330545821947,0.809997566343394
TWN,,246,0.666675440556224,0.49670676936853,0.807363536665943
TZA,12-24m,27,0.453150356696504,0.38726740986864,0.583271814102643
TZA,24-50m,14,0.617275322848802,0.505544201081638,0.712280363190833
TZA,Over 50m,5,0.428732115095886,0.401528063966835,0.547226281642498
UGA,12-24m,1,0.369886979643719,0.369886979643719,0.369886979643719
UGA,24-50m,5,0.544810859650928,0.398263540080114,0.615660394005674
UKR,12-24m,3,0.578429481284086,0.473014159022698,0.651190121196715
UKR,24-50m,41,0.460469596417524,0.365405791558571,0.564361821096374
UKR,Over 50m,52,0.563327016030349,0.474889033753978,0.665570702889017
UKR,,1,0.896422744150973,0.896422744150973,0.896422744150973
UNK,12-24m,9,0.510233345337094,0.44731675522943,0.560574014716038
UNK,24-50m,13,0.365558606234356,0.331298777316691,0.555417676905164
UNKNOWN,12-24m,332,0.450521025616194,0.295543149003602,0.640700418783505
UNKNOWN,24-50m,979,0.444137402446922,0.276307005804662,0.62600959016429
UNKNOWN,Over 50m,260,0.690652120234171,0.506454951072822,0.812997015881611
URY,12-24m,35,0.163080809934833,0.140086092067905,0.202256310908982
URY,24-50m,416,0.198189416998285,0.160831535916919,0.270027313201914
URY,Over 50m,35,0.231746234638982,0.165385497258218,0.298662255071816
URY,,3,0.822202090803648,0.738007138664436,0.881996887593392
USA,12-24m,10202,0.577565251467505,0.411556056620632,0.762157658071676
USA,24-50m,9956,0.514742741815431,0.330307389533643,0.707600307014021
USA,6-12m,21,0.223414101752097,0.100043404763139,0.608809611156103
USA,Over 50m,666,0.636873390147947,0.422775644659967,0.764875787460399
USA,,490,0.594855165040064,0.384213856331878,0.790064957944236
UZB,12-24m,3,0.751075691754774,0.644126001097124,0.824796657276321
UZB,24-50m,6,0.320239332111925,0.2210696067527,0.679844105895606
VAT,12-24m,2,0.128502665969186,0.0920564509940273,0.164948880944345
VAT,24-50m,11,0.478026434246013,0.306012809387559,0.587544919014014
VAT,Over 50m,1,0.665293786519257,0.665293786519257,0.665293786519257
VCT,12-24m,15,0.547898544279839,0.390337435517209,0.7105089125686
VCT,24-50m,22,0.393724689717335,0.297101860204722,0.990059083409965
VCT,Over 50m,4,0.458995319399154,0.4229269287045,0.618063371037175
VEN,12-24m,414,0.469239541930785,0.320327192501045,0.621143893326428
VEN,24-50m,273,0.525187083511406,0.422769929457004,0.62215907266369
VEN,Over 50m,116,0.709139851015746,0.635966631335188,0.826392256935833
VEN,,38,0.655444302217096,0.530769810530246,0.830550235475079
VGB,24-50m,1,0.351371477511235,0.351371477511235,0.351371477511235
VIR,12-24m,6,0.596938531627664,0.540425855014332,0.819621154915996
VIR,24-50m,2,0.418267402868263,0.326470164150896,0.510064641585629
VNM,12-24m,13366,0.543529152196859,0.362941349825929,0.725360070461159
VNM,24-50m,3281,0.561106363827411,0.346120816327845,0.725223158503577
VNM,6-12m,80,0.642545766499358,0.529263100809968,0.754367707218686
VNM,Over 50m,14,0.711582427905645,0.45786115522882,0.835577896883493
VUT,12-24m,15,0.465498722459016,0.265860801128756,0.71366438667963
VUT,24-50m,198,0.342902196337627,0.242856075810371,0.451215348424185
VUT,Over 50m,424,0.407662643089009,0.317072394028969,0.530959780778822
VUT,,6,0.698843584810891,0.556795168349109,0.869702489984143
WLF,12-24m,10,0.482171315454862,0.302525982038607,0.679619315230978
WSM,12-24m,1,0.581406210644685,0.581406210644685,0.581406210644685
WSM,24-50m,14,0.444428758320982,0.263811654357854,0.695887923688091
WSM,Over 50m,2,0.633365636588016,0.457126052337364,0.809605220838668
YEM,12-24m,40,0.477366988054481,0.327187220580707,0.591308882084235
YEM,24-50m,15,0.370026701013014,0.32601351042871,0.527688786962498
YEM,Over 50m,1,0.609379902704272,0.609379902704272,0.609379902704272
ZAF,12-24m,1236,0.416359218460038,0.307335946987595,0.612654173794065
ZAF,24-50m,1252,0.437254090798337,0.286447767699818,0.83279113541324
ZAF,6-12m,3,0.578048568316811,0.455957585694649,0.61301115507132
ZAF,Over 50m,71,0.356650491633843,0.288806621964766,0.426066970832342
ZAF,,39,0.566635387621491,0.402606493948151,0.688545647522618
ZMB,12-24m,9,0.78818765105004,0.65733459495745,0.820649546441804
ZMB,24-50m,15,0.396814266192256,0.36590624368547,0.518806872788231
ZWE,12-24m,2,0.789976692521316,0.74492975588148,0.835023629161152
